SurfingLeash S/N = A007
Start Latitude (degs N) = 56.453320
Start Longitude (degs E) = -5.436660
Date = 2026-06-01
Time (UTC), Latitude (degs N), Longitude (degs E), Temp (deg C) DS18B20
07:34:11, 56.453320, -5.436660, 11.563
07:34:16, 56.453293, -5.436652, 11.563
07:34:21, 56.453281, -5.436622, 11.625
07:34:26, 56.453342, -5.436526, 11.563
07:34:31, 56.453381, -5.436642, 11.563
07:34:36, 56.453388, -5.436643, 11.563
07:34:41, 56.453388, -5.436646, 11.563
07:34:46, 56.453396, -5.436646, 11.563
07:34:51, 56.453396, -5.436643, 11.625
07:34:56, 56.453403, -5.436650, 11.563
07:35:01, 56.453403, -5.436653, 11.625
07:35:06, 56.453403, -5.436658, 11.563
07:35:11, 56.453403, -5.436668, 11.563
07:35:16, 56.453403, -5.436668, 11.625
07:35:21, 56.453403, -5.436668, 11.563
07:35:26, 56.453403, -5.436668, 11.563
07:35:31, 56.453403, -5.436668, 11.563
07:35:36, 56.453403, -5.436668, 11.625
07:35:41, 56.453403, -5.436668, 11.563
07:35:46, 56.453403, -5.436668, 11.563
07:35:51, 56.453403, -5.436668, 11.563
07:35:56, 56.453403, -5.436668, 11.625
07:36:01, 56.453403, -5.436668, 11.625
07:36:06, 56.453403, -5.436668, 11.563
07:36:11, 56.453403, -5.436666, 11.563
07:36:16, 56.453407, -5.436665, 11.563
07:36:21, 56.453407, -5.436663, 11.563
07:36:26, 56.453407, -5.436663, 11.625
07:36:31, 56.453407, -5.436663, 11.563
07:36:36, 56.453407, -5.436663, 11.563
07:36:41, 56.453407, -5.436662, 11.563
07:36:46, 56.453407, -5.436662, 11.563
07:36:52, 56.453407, -5.436662, 11.625
07:36:57, 56.453407, -5.436662, 11.563
07:37:02, 56.453407, -5.436660, 11.563
07:37:07, 56.453407, -5.436660, 11.625
07:37:12, 56.453407, -5.436658, 11.625
07:37:17, 56.453407, -5.436658, 11.625
07:37:22, 56.453407, -5.436658, 11.625
07:37:27, 56.453407, -5.436660, 11.625
07:37:32, 56.453407, -5.436650, 11.625
07:37:37, 56.453407, -5.436650, 11.625
07:37:42, 56.453407, -5.436646, 11.625
07:37:47, 56.453407, -5.436643, 11.625
07:37:52, 56.453407, -5.436640, 11.625
07:37:57, 56.453407, -5.436638, 11.625
07:38:02, 56.453407, -5.436636, 11.563
07:38:07, 56.453407, -5.436636, 11.625
07:38:12, 56.453407, -5.436635, 11.625
07:38:17, 56.453407, -5.436636, 11.625
07:38:22, 56.453403, -5.436643, 11.625
07:38:27, 56.453403, -5.436653, 11.625
07:38:32, 56.453396, -5.436687, 11.625
07:38:37, 56.453388, -5.436727, 11.500
07:38:42, 56.453377, -5.436790, 11.313
07:38:47, 56.453369, -5.436850, 11.125
07:38:52, 56.453358, -5.436916, 11.188
07:38:57, 56.453342, -5.436985, 11.313
07:39:02, 56.453331, -5.437053, 11.438
07:39:07, 56.453323, -5.437111, 11.500
07:39:12, 56.453320, -5.437145, 11.563
07:39:17, 56.453320, -5.437146, 11.563
07:39:22, 56.453323, -5.437103, 11.625
07:39:27, 56.453320, -5.437033, 11.625
07:39:32, 56.453304, -5.436933, 11.563
07:39:37, 56.453293, -5.436840, 11.563
07:39:42, 56.453274, -5.436717, 11.563
07:39:47, 56.453262, -5.436580, 11.625
07:39:52, 56.453262, -5.436433, 11.625
07:39:57, 56.453255, -5.436270, 11.625
07:40:02, 56.453266, -5.436101, 11.625
07:40:07, 56.453293, -5.435952, 11.625
07:40:12, 56.453331, -5.435796, 11.625
07:40:17, 56.453388, -5.435638, 11.625
07:40:22, 56.453461, -5.435480, 11.625
07:40:27, 56.453537, -5.435337, 11.625
07:40:32, 56.453613, -5.435193, 11.625
07:40:37, 56.453701, -5.435056, 11.625
07:40:42, 56.453785, -5.434920, 11.625
07:40:47, 56.453876, -5.434798, 11.625
07:40:52, 56.453964, -5.434673, 11.625
07:40:57, 56.454060, -5.434543, 11.625
07:41:02, 56.454163, -5.434428, 11.625
07:41:07, 56.454258, -5.434311, 11.625
07:41:12, 56.454353, -5.434192, 11.625
07:41:17, 56.454445, -5.434065, 11.625
07:41:22, 56.454533, -5.433933, 11.625
07:41:27, 56.454632, -5.433796, 11.625
07:41:32, 56.454708, -5.433646, 11.625
07:41:37, 56.454777, -5.433488, 11.563
07:41:42, 56.454830, -5.433301, 11.563
07:41:47, 56.454861, -5.433106, 11.500
07:41:52, 56.454868, -5.432913, 11.500
07:41:57, 56.454872, -5.432705, 11.438
07:42:02, 56.454872, -5.432497, 11.438
07:42:07, 56.454880, -5.432296, 11.438
07:42:12, 56.454891, -5.432093, 11.438
07:42:17, 56.454891, -5.431905, 11.438
07:42:22, 56.454906, -5.431702, 11.375
07:42:27, 56.454910, -5.431499, 11.375
07:42:32, 56.454929, -5.431300, 11.375
07:42:37, 56.454945, -5.431097, 11.313
07:42:43, 56.454971, -5.430891, 11.313
07:42:48, 56.455002, -5.430671, 11.250
07:42:53, 56.455040, -5.430437, 11.250
07:42:58, 56.455086, -5.430210, 11.250
07:43:03, 56.455135, -5.429983, 11.250
07:43:08, 56.455189, -5.429761, 11.313
07:43:13, 56.455238, -5.429542, 11.375
07:43:18, 56.455296, -5.429318, 11.438
07:43:23, 56.455349, -5.429090, 11.438
07:43:28, 56.455391, -5.428865, 11.438
07:43:33, 56.455444, -5.428645, 11.438
07:43:38, 56.455494, -5.428418, 11.438
07:43:43, 56.455540, -5.428178, 11.438
07:43:48, 56.455578, -5.427938, 11.438
07:43:53, 56.455616, -5.427703, 11.375
07:43:58, 56.455654, -5.427462, 11.375
07:44:03, 56.455700, -5.427237, 11.313
07:44:08, 56.455738, -5.427016, 11.313
07:44:13, 56.455784, -5.426802, 11.313
07:44:18, 56.455826, -5.426581, 11.313
07:44:23, 56.455879, -5.426353, 11.313
07:44:28, 56.455925, -5.426128, 11.313
07:44:33, 56.455967, -5.425901, 11.313
07:44:38, 56.456013, -5.425670, 11.313
07:44:43, 56.456051, -5.425431, 11.313
07:44:48, 56.456089, -5.425196, 11.375
07:44:53, 56.456135, -5.424965, 11.313
07:44:58, 56.456165, -5.424730, 11.375
07:45:03, 56.456200, -5.424493, 11.375
07:45:08, 56.456230, -5.424258, 11.313
07:45:13, 56.456268, -5.424023, 11.313
07:45:18, 56.456303, -5.423788, 11.313
07:45:23, 56.456341, -5.423556, 11.313
07:45:28, 56.456371, -5.423326, 11.250
07:45:33, 56.456398, -5.423095, 11.250
07:45:38, 56.456429, -5.422863, 11.188
07:45:43, 56.456467, -5.422643, 11.188
07:45:48, 56.456501, -5.422418, 11.125
07:45:53, 56.456539, -5.422191, 11.125
07:45:58, 56.456570, -5.421953, 11.125
07:46:03, 56.456581, -5.421716, 11.125
07:46:08, 56.456589, -5.421473, 11.125
07:46:13, 56.456589, -5.421228, 11.125
07:46:18, 56.456589, -5.420993, 11.125
07:46:23, 56.456581, -5.420756, 11.125
07:46:28, 56.456577, -5.420522, 11.125
07:46:33, 56.456577, -5.420280, 11.063
07:46:38, 56.456577, -5.420043, 11.063
07:46:43, 56.456577, -5.419798, 11.063
07:46:48, 56.456577, -5.419551, 11.000
07:46:53, 56.456577, -5.419293, 11.000
07:46:58, 56.456577, -5.419046, 11.000
07:47:03, 56.456577, -5.418797, 11.000
07:47:08, 56.456577, -5.418548, 10.938
07:47:13, 56.456581, -5.418291, 10.938
07:47:18, 56.456581, -5.418043, 10.938
07:47:23, 56.456581, -5.417788, 10.875
07:47:28, 56.456581, -5.417533, 10.875
07:47:33, 56.456581, -5.417280, 10.875
07:47:38, 56.456581, -5.417031, 11.000
07:47:43, 56.456589, -5.416796, 11.125
07:47:48, 56.456608, -5.416558, 11.188
07:47:53, 56.456619, -5.416325, 11.375
07:47:58, 56.456638, -5.416090, 11.438
07:48:03, 56.456638, -5.415865, 11.500
07:48:08, 56.456638, -5.415635, 11.563
07:48:13, 56.456638, -5.415395, 11.563
07:48:18, 56.456638, -5.415152, 11.625
07:48:23, 56.456635, -5.414913, 11.625
07:48:28, 56.456619, -5.414673, 11.688
07:48:33, 56.456615, -5.414445, 11.625
07:48:38, 56.456608, -5.414213, 11.625
07:48:43, 56.456600, -5.413981, 11.563
07:48:48, 56.456589, -5.413755, 11.563
07:48:53, 56.456577, -5.413488, 11.563
07:48:58, 56.456570, -5.413307, 11.563
07:49:03, 56.456562, -5.413037, 11.500
07:49:08, 56.456558, -5.412808, 11.500
07:49:13, 56.456551, -5.412583, 11.500
07:49:18, 56.456551, -5.412352, 11.500
07:49:23, 56.456551, -5.412135, 11.500
07:49:28, 56.456551, -5.411925, 11.500
07:49:33, 56.456543, -5.411708, 11.438
07:49:38, 56.456539, -5.411483, 11.438
07:49:43, 56.456524, -5.411263, 11.500
07:49:48, 56.456512, -5.411052, 11.500
07:49:53, 56.456505, -5.410833, 11.500
07:49:58, 56.456501, -5.410613, 11.438
07:50:03, 56.456486, -5.410390, 11.438
07:50:08, 56.456486, -5.410168, 11.438
07:50:13, 56.456493, -5.409940, 11.375
07:50:18, 56.456486, -5.409710, 11.375
07:50:23, 56.456478, -5.409483, 11.313
07:50:28, 56.456467, -5.409258, 11.375
07:50:33, 56.456459, -5.409030, 11.375
07:50:38, 56.456459, -5.408802, 11.313
07:50:43, 56.456459, -5.408577, 11.313
07:50:48, 56.456455, -5.408351, 11.313
07:50:53, 56.456448, -5.408120, 11.313
07:50:58, 56.456440, -5.407890, 11.313
07:51:03, 56.456429, -5.407661, 11.313
07:51:08, 56.456429, -5.407432, 11.313
07:51:13, 56.456421, -5.407202, 11.313
07:51:18, 56.456409, -5.406965, 11.313
07:51:23, 56.456390, -5.406732, 11.313
07:51:28, 56.456379, -5.406500, 11.375
07:51:33, 56.456364, -5.406269, 11.313
07:51:38, 56.456360, -5.406038, 11.313
07:51:43, 56.456345, -5.405805, 11.313
07:51:48, 56.456333, -5.405570, 11.313
07:51:54, 56.456326, -5.405338, 11.250
07:51:59, 56.456322, -5.405110, 11.250
07:52:04, 56.456314, -5.404871, 11.188
07:52:09, 56.456303, -5.404640, 11.188
07:52:14, 56.456295, -5.404403, 11.188
07:52:19, 56.456280, -5.404170, 11.188
07:52:24, 56.456268, -5.403935, 11.188
07:52:29, 56.456257, -5.403698, 11.188
07:52:34, 56.456242, -5.403461, 11.188
07:52:39, 56.456230, -5.403235, 11.188
07:52:44, 56.456219, -5.403003, 11.188
07:52:49, 56.456203, -5.402771, 11.125
07:52:54, 56.456192, -5.402543, 11.188
07:52:59, 56.456181, -5.402318, 11.188
07:53:04, 56.456173, -5.402088, 11.125
07:53:09, 56.456165, -5.401857, 11.125
07:53:14, 56.456161, -5.401625, 11.125
07:53:19, 56.456154, -5.401393, 11.125
07:53:24, 56.456135, -5.401153, 11.125
07:53:29, 56.456108, -5.400917, 11.125
07:53:34, 56.456089, -5.400692, 11.125
07:53:39, 56.456070, -5.400465, 11.125
07:53:44, 56.456059, -5.400235, 11.125
07:53:49, 56.456032, -5.400005, 11.063
07:53:54, 56.456020, -5.399778, 11.125
07:53:59, 56.455994, -5.399551, 11.125
07:54:04, 56.455967, -5.399322, 11.125
07:54:09, 56.455944, -5.399093, 11.063
07:54:14, 56.455910, -5.398870, 11.063
07:54:19, 56.455883, -5.398640, 11.063
07:54:24, 56.455864, -5.398422, 11.063
07:54:29, 56.455845, -5.398201, 11.063
07:54:34, 56.455826, -5.398000, 11.063
07:54:39, 56.455803, -5.397799, 11.063
07:54:44, 56.455784, -5.397593, 11.063
07:54:49, 56.455765, -5.397388, 11.063
07:54:54, 56.455746, -5.397182, 11.063
07:54:59, 56.455730, -5.396982, 11.063
07:55:04, 56.455727, -5.396785, 11.063
07:55:09, 56.455700, -5.396592, 11.063
07:55:14, 56.455685, -5.396397, 11.063
07:55:19, 56.455662, -5.396200, 11.063
07:55:24, 56.455647, -5.396000, 11.063
07:55:29, 56.455624, -5.395813, 11.063
07:55:34, 56.455597, -5.395630, 11.063
07:55:39, 56.455578, -5.395442, 11.063
07:55:44, 56.455551, -5.395265, 11.063
07:55:49, 56.455528, -5.395118, 11.063
07:55:54, 56.455505, -5.394971, 11.063
07:55:59, 56.455482, -5.394820, 11.063
07:56:04, 56.455463, -5.394675, 11.063
07:56:09, 56.455456, -5.394520, 11.063
07:56:14, 56.455456, -5.394335, 11.063
07:56:19, 56.455463, -5.394122, 11.063
07:56:24, 56.455467, -5.393893, 11.063
07:56:29, 56.455475, -5.393659, 11.063
07:56:34, 56.455494, -5.393382, 11.063
07:56:39, 56.455513, -5.393145, 11.063
07:56:44, 56.455547, -5.392956, 11.063
07:56:49, 56.455585, -5.392722, 11.000
07:56:54, 56.455608, -5.392485, 11.000
07:56:59, 56.455654, -5.392200, 11.063
07:57:04, 56.455681, -5.391963, 11.063
07:57:09, 56.455704, -5.391722, 11.063
07:57:14, 56.455730, -5.391479, 11.063
07:57:19, 56.455757, -5.391253, 11.063
07:57:24, 56.455788, -5.390983, 11.063
07:57:29, 56.455814, -5.390718, 11.063
07:57:34, 56.455853, -5.390468, 11.000
07:57:39, 56.455883, -5.390283, 11.063
07:57:44, 56.455925, -5.389997, 11.063
07:57:49, 56.455963, -5.389763, 11.063
07:57:54, 56.456001, -5.389522, 11.063
07:57:59, 56.456039, -5.389268, 11.063
07:58:04, 56.456081, -5.389013, 11.063
07:58:09, 56.456127, -5.388768, 11.000
07:58:14, 56.456165, -5.388525, 11.000
07:58:19, 56.456211, -5.388285, 10.938
07:58:24, 56.456257, -5.388052, 10.938
07:58:29, 56.456303, -5.387823, 10.938
07:58:34, 56.456341, -5.387601, 10.938
07:58:39, 56.456360, -5.387375, 10.938
07:58:44, 56.456371, -5.387140, 10.875
07:58:49, 56.456371, -5.386901, 10.938
07:58:54, 56.456379, -5.386672, 10.938
07:58:59, 56.456402, -5.386446, 10.938
07:59:04, 56.456440, -5.386221, 10.938
07:59:09, 56.456486, -5.385988, 10.938
07:59:14, 56.456505, -5.385753, 10.938
07:59:19, 56.456524, -5.385515, 10.938
07:59:24, 56.456539, -5.385283, 10.938
07:59:29, 56.456558, -5.385053, 10.938
07:59:34, 56.456577, -5.384828, 10.938
07:59:39, 56.456589, -5.384596, 10.938
07:59:44, 56.456596, -5.384353, 10.938
07:59:49, 56.456608, -5.384110, 10.938
07:59:54, 56.456615, -5.383888, 10.938
07:59:59, 56.456627, -5.383655, 10.938
08:00:04, 56.456638, -5.383430, 10.938
08:00:09, 56.456657, -5.383205, 11.000
08:00:14, 56.456673, -5.382965, 11.000
08:00:19, 56.456692, -5.382723, 10.938
08:00:24, 56.456703, -5.382490, 10.938
08:00:29, 56.456718, -5.382265, 11.000
08:00:34, 56.456722, -5.382028, 11.000
08:00:39, 56.456730, -5.381796, 11.000
08:00:44, 56.456738, -5.381565, 11.000
08:00:49, 56.456741, -5.381328, 11.000
08:00:54, 56.456741, -5.381095, 11.000
08:00:59, 56.456741, -5.380862, 11.000
08:01:04, 56.456749, -5.380628, 11.063
08:01:09, 56.456760, -5.380385, 11.000
08:01:14, 56.456776, -5.380143, 11.000
08:01:19, 56.456779, -5.379908, 11.000
08:01:24, 56.456787, -5.379682, 11.000
08:01:29, 56.456795, -5.379455, 11.000
08:01:34, 56.456806, -5.379223, 11.000
08:01:40, 56.456818, -5.378990, 11.000
08:01:45, 56.456837, -5.378747, 11.000
08:01:50, 56.456844, -5.378500, 11.000
08:01:55, 56.456863, -5.378255, 11.000
08:02:00, 56.456879, -5.378011, 11.000
08:02:05, 56.456898, -5.377769, 11.000
08:02:10, 56.456909, -5.377526, 11.000
08:02:15, 56.456921, -5.377288, 11.000
08:02:20, 56.456940, -5.377053, 11.000
08:02:25, 56.456955, -5.376818, 11.000
08:02:30, 56.456959, -5.376583, 11.000
08:02:35, 56.456966, -5.376347, 11.000
08:02:40, 56.456966, -5.376108, 11.000
08:02:45, 56.456966, -5.375875, 11.063
08:02:50, 56.456974, -5.375648, 11.063
08:02:55, 56.456978, -5.375422, 11.125
08:03:00, 56.456985, -5.375203, 11.125
08:03:05, 56.456997, -5.374983, 11.125
08:03:10, 56.457005, -5.374760, 11.125
08:03:15, 56.457012, -5.374529, 11.125
08:03:20, 56.457031, -5.374305, 11.125
08:03:25, 56.457043, -5.374076, 11.125
08:03:30, 56.457050, -5.373851, 11.125
08:03:35, 56.457062, -5.373633, 11.125
08:03:40, 56.457077, -5.373411, 11.125
08:03:45, 56.457081, -5.373185, 11.125
08:03:50, 56.457096, -5.372963, 11.125
08:03:55, 56.457108, -5.372745, 11.125
08:04:00, 56.457108, -5.372525, 11.125
08:04:05, 56.457115, -5.372296, 11.125
08:04:10, 56.457127, -5.372066, 11.125
08:04:15, 56.457134, -5.371826, 11.125
08:04:20, 56.457138, -5.371590, 11.125
08:04:25, 56.457146, -5.371356, 11.125
08:04:30, 56.457153, -5.371121, 11.125
08:04:35, 56.457157, -5.370893, 11.125
08:04:40, 56.457165, -5.370663, 11.125
08:04:45, 56.457176, -5.370431, 11.125
08:04:50, 56.457184, -5.370198, 11.125
08:04:55, 56.457195, -5.369963, 11.125
08:05:00, 56.457203, -5.369720, 11.125
08:05:05, 56.457211, -5.369482, 11.125
08:05:10, 56.457222, -5.369246, 11.125
08:05:15, 56.457230, -5.369013, 11.125
08:05:20, 56.457233, -5.368772, 11.125
08:05:25, 56.457249, -5.368536, 11.125
08:05:30, 56.457260, -5.368307, 11.125
08:05:35, 56.457275, -5.368083, 11.125
08:05:40, 56.457287, -5.367855, 11.125
08:05:45, 56.457306, -5.367623, 11.063
08:05:50, 56.457317, -5.367393, 11.063
08:05:55, 56.457336, -5.367157, 11.063
08:06:00, 56.457344, -5.366925, 11.063
08:06:05, 56.457363, -5.366695, 11.063
08:06:10, 56.457401, -5.366468, 11.063
08:06:15, 56.457447, -5.366251, 11.063
08:06:20, 56.457504, -5.366043, 11.063
08:06:25, 56.457573, -5.365839, 11.063
08:06:30, 56.457653, -5.365647, 11.063
08:06:35, 56.457741, -5.365467, 11.000
08:06:40, 56.457825, -5.365295, 11.063
08:06:45, 56.457920, -5.365141, 11.063
08:06:50, 56.458023, -5.365005, 11.063
08:06:55, 56.458130, -5.364870, 11.125
08:07:00, 56.458229, -5.364737, 11.125
08:07:05, 56.458344, -5.364597, 11.125
08:07:10, 56.458450, -5.364459, 11.125
08:07:15, 56.458565, -5.364335, 11.125
08:07:20, 56.458683, -5.364210, 11.063
08:07:25, 56.458790, -5.364085, 11.063
08:07:30, 56.458904, -5.363970, 11.063
08:07:35, 56.459015, -5.363852, 11.063
08:07:40, 56.459118, -5.363740, 11.188
08:07:45, 56.459206, -5.363630, 11.313
08:07:50, 56.459290, -5.363525, 11.375
08:07:55, 56.459381, -5.363413, 11.438
08:08:00, 56.459476, -5.363300, 11.500
08:08:05, 56.459564, -5.363185, 11.500
08:08:10, 56.459660, -5.363075, 11.500
08:08:15, 56.459751, -5.362963, 11.500
08:08:20, 56.459846, -5.362857, 11.563
08:08:25, 56.459934, -5.362745, 11.563
08:08:30, 56.460018, -5.362635, 11.563
08:08:35, 56.460110, -5.362503, 11.563
08:08:40, 56.460194, -5.362373, 11.563
08:08:45, 56.460281, -5.362248, 11.563
08:08:50, 56.460365, -5.362117, 11.563
08:08:55, 56.460449, -5.361973, 11.563
08:09:00, 56.460526, -5.361828, 11.563
08:09:05, 56.460609, -5.361669, 11.563
08:09:10, 56.460686, -5.361493, 11.563
08:09:15, 56.460751, -5.361319, 11.563
08:09:20, 56.460812, -5.361155, 11.625
08:09:25, 56.460869, -5.360980, 11.625
08:09:30, 56.460930, -5.360805, 11.625
08:09:35, 56.460987, -5.360625, 11.625
08:09:40, 56.461048, -5.360445, 11.625
08:09:45, 56.461105, -5.360270, 11.625
08:09:50, 56.461170, -5.360095, 11.625
08:09:55, 56.461235, -5.359925, 11.625
08:10:00, 56.461304, -5.359752, 11.625
08:10:05, 56.461369, -5.359580, 11.625
08:10:10, 56.461433, -5.359405, 11.625
08:10:15, 56.461506, -5.359233, 11.625
08:10:20, 56.461575, -5.359062, 11.625
08:10:25, 56.461632, -5.358890, 11.625
08:10:30, 56.461697, -5.358715, 11.625
08:10:35, 56.461761, -5.358535, 11.625
08:10:40, 56.461830, -5.358357, 11.625
08:10:45, 56.461895, -5.358183, 11.625
08:10:50, 56.461960, -5.358007, 11.625
08:10:55, 56.462021, -5.357837, 11.625
08:11:00, 56.462086, -5.357665, 11.625
08:11:05, 56.462162, -5.357491, 11.625
08:11:10, 56.462227, -5.357320, 11.625
08:11:15, 56.462299, -5.357148, 11.625
08:11:20, 56.462368, -5.356970, 11.625
08:11:25, 56.462433, -5.356791, 11.625
08:11:30, 56.462502, -5.356567, 11.625
08:11:35, 56.462555, -5.356380, 11.625
08:11:40, 56.462597, -5.356183, 11.625
08:11:45, 56.462624, -5.355975, 11.688
08:11:50, 56.462650, -5.355767, 11.625
08:11:55, 56.462669, -5.355558, 11.625
08:12:00, 56.462696, -5.355349, 11.688
08:12:05, 56.462708, -5.355138, 11.625
08:12:10, 56.462727, -5.354925, 11.625
08:12:15, 56.462738, -5.354725, 11.688
08:12:20, 56.462753, -5.354508, 11.625
08:12:25, 56.462776, -5.354293, 11.625
08:12:30, 56.462803, -5.354087, 11.625
08:12:35, 56.462814, -5.353878, 11.625
08:12:40, 56.462833, -5.353673, 11.625
08:12:45, 56.462830, -5.353457, 11.625
08:12:50, 56.462830, -5.353243, 11.625
08:12:55, 56.462822, -5.353038, 11.625
08:13:00, 56.462830, -5.352830, 11.625
08:13:05, 56.462830, -5.352622, 11.625
08:13:10, 56.462822, -5.352408, 11.625
08:13:15, 56.462822, -5.352197, 11.625
08:13:20, 56.462830, -5.351992, 11.625
08:13:25, 56.462830, -5.351783, 11.625
08:13:30, 56.462841, -5.351572, 11.625
08:13:35, 56.462841, -5.351362, 11.625
08:13:40, 56.462841, -5.351155, 11.625
08:13:45, 56.462833, -5.350943, 11.625
08:13:50, 56.462841, -5.350737, 11.625
08:13:55, 56.462849, -5.350522, 11.625
08:14:01, 56.462860, -5.350305, 11.625
08:14:06, 56.462875, -5.350100, 11.625
08:14:11, 56.462879, -5.349892, 11.625
08:14:16, 56.462868, -5.349675, 11.625
08:14:21, 56.462868, -5.349455, 11.625
08:14:26, 56.462860, -5.349245, 11.625
08:14:31, 56.462856, -5.349040, 11.625
08:14:36, 56.462849, -5.348830, 11.625
08:14:41, 56.462833, -5.348620, 11.625
08:14:46, 56.462830, -5.348410, 11.625
08:14:51, 56.462822, -5.348182, 11.563
08:14:56, 56.462811, -5.347970, 11.563
08:15:01, 56.462803, -5.347755, 11.563
08:15:06, 56.462795, -5.347552, 11.563
08:15:11, 56.462791, -5.347343, 11.563
08:15:16, 56.462784, -5.347140, 11.563
08:15:21, 56.462776, -5.346931, 11.563
08:15:26, 56.462776, -5.346728, 11.563
08:15:31, 56.462776, -5.346507, 11.563
08:15:36, 56.462776, -5.346300, 11.563
08:15:41, 56.462784, -5.346092, 11.563
08:15:46, 56.462784, -5.345863, 11.563
08:15:51, 56.462776, -5.345650, 11.563
08:15:56, 56.462776, -5.345433, 11.563
08:16:01, 56.462776, -5.345222, 11.563
08:16:06, 56.462772, -5.345006, 11.563
08:16:11, 56.462757, -5.344791, 11.563
08:16:16, 56.462753, -5.344575, 11.563
08:16:21, 56.462746, -5.344362, 11.563
08:16:26, 56.462738, -5.344150, 11.563
08:16:31, 56.462727, -5.343943, 11.563
08:16:36, 56.462727, -5.343725, 11.563
08:16:41, 56.462719, -5.343508, 11.563
08:16:46, 56.462708, -5.343287, 11.563
08:16:51, 56.462700, -5.343070, 11.563
08:16:56, 56.462696, -5.342856, 11.563
08:17:01, 56.462688, -5.342647, 11.563
08:17:06, 56.462696, -5.342426, 11.563
08:17:11, 56.462688, -5.342205, 11.563
08:17:16, 56.462688, -5.341986, 11.563
08:17:21, 56.462688, -5.341758, 11.563
08:17:26, 56.462677, -5.341537, 11.563
08:17:31, 56.462662, -5.341310, 11.563
08:17:36, 56.462650, -5.341096, 11.563
08:17:41, 56.462631, -5.340870, 11.563
08:17:46, 56.462612, -5.340641, 11.563
08:17:51, 56.462585, -5.340412, 11.500
08:17:56, 56.462559, -5.340190, 11.563
08:18:01, 56.462540, -5.339963, 11.563
08:18:06, 56.462521, -5.339733, 11.500
08:18:11, 56.462498, -5.339500, 11.563
08:18:16, 56.462482, -5.339273, 11.563
08:18:21, 56.462456, -5.339043, 11.500
08:18:26, 56.462433, -5.338810, 11.563
08:18:31, 56.462418, -5.338576, 11.563
08:18:36, 56.462406, -5.338343, 11.563
08:18:41, 56.462395, -5.338120, 11.563
08:18:46, 56.462376, -5.337892, 11.563
08:18:51, 56.462357, -5.337660, 11.563
08:18:56, 56.462337, -5.337440, 11.563
08:19:01, 56.462318, -5.337206, 11.563
08:19:06, 56.462299, -5.336988, 11.563
08:19:11, 56.462280, -5.336759, 11.563
08:19:16, 56.462254, -5.336530, 11.563
08:19:21, 56.462234, -5.336313, 11.563
08:19:26, 56.462219, -5.336093, 11.563
08:19:31, 56.462208, -5.335862, 11.563
08:19:36, 56.462189, -5.335640, 11.563
08:19:41, 56.462162, -5.335420, 11.563
08:19:46, 56.462151, -5.335195, 11.563
08:19:51, 56.462139, -5.334966, 11.563
08:19:56, 56.462120, -5.334732, 11.563
08:20:01, 56.462105, -5.334510, 11.563
08:20:06, 56.462093, -5.334296, 11.625
08:20:11, 56.462086, -5.334062, 11.563
08:20:16, 56.462078, -5.333835, 11.563
08:20:21, 56.462059, -5.333606, 11.563
08:20:26, 56.462040, -5.333375, 11.563
08:20:31, 56.462021, -5.333149, 11.625
08:20:36, 56.462002, -5.332930, 11.563
08:20:41, 56.461971, -5.332708, 11.563
08:20:46, 56.461960, -5.332488, 11.563
08:20:51, 56.461941, -5.332262, 11.563
08:20:56, 56.461906, -5.332025, 11.563
08:21:01, 56.461880, -5.331803, 11.625
08:21:06, 56.461849, -5.331586, 11.563
08:21:11, 56.461819, -5.331365, 11.625
08:21:16, 56.461800, -5.331128, 11.625
08:21:21, 56.461781, -5.330891, 11.563
08:21:26, 56.461754, -5.330659, 11.625
08:21:31, 56.461735, -5.330425, 11.563
08:21:36, 56.461708, -5.330185, 11.563
08:21:41, 56.461689, -5.329963, 11.563
08:21:46, 56.461662, -5.329751, 11.563
08:21:51, 56.461643, -5.329536, 11.563
08:21:56, 56.461620, -5.329315, 11.563
08:22:01, 56.461594, -5.329092, 11.563
08:22:06, 56.461567, -5.328878, 11.625
08:22:11, 56.461536, -5.328653, 11.625
08:22:16, 56.461510, -5.328425, 11.625
08:22:21, 56.461479, -5.328208, 11.625
08:22:26, 56.461452, -5.327985, 11.625
08:22:31, 56.461433, -5.327760, 11.625
08:22:36, 56.461422, -5.327548, 11.688
08:22:41, 56.461407, -5.327328, 11.625
08:22:46, 56.461388, -5.327118, 11.625
08:22:51, 56.461369, -5.326890, 11.625
08:22:56, 56.461349, -5.326663, 11.625
08:23:01, 56.461330, -5.326445, 11.563
08:23:06, 56.461304, -5.326191, 11.563
08:23:11, 56.461285, -5.325983, 11.563
08:23:16, 56.461273, -5.325777, 11.563
08:23:21, 56.461254, -5.325568, 11.563
08:23:26, 56.461235, -5.325363, 11.563
08:23:31, 56.461205, -5.325163, 11.563
08:23:36, 56.461185, -5.324953, 11.563
08:23:41, 56.461170, -5.324755, 11.563
08:23:46, 56.461151, -5.324553, 11.563
08:23:51, 56.461147, -5.324353, 11.500
08:23:56, 56.461140, -5.324156, 11.500
08:24:01, 56.461128, -5.323958, 11.500
08:24:06, 56.461128, -5.323755, 11.500
08:24:11, 56.461121, -5.323555, 11.500
08:24:16, 56.461121, -5.323347, 11.500
08:24:21, 56.461121, -5.323133, 11.500
08:24:26, 56.461121, -5.322928, 11.500
08:24:31, 56.461105, -5.322725, 11.500
