Secchi Depth (cm) = 0353
Forel Ule Scale = 16
pH Colour Scale = 99
SensingSecchi S/N = A012
Latitude (degs N) = 56.45444
Longitude (degs E) = -5.19068
Date = 2026-05-29
Time (UTC), Pressure (mbar) MS5803, Temp (deg C) MS5803, Temp (deg C) 10KTHERM, Temp (deg C) TMP117, ED 405nm, ED 425nm, ED 450nm, ED 475nm, ED 515nm, ED 550nm, ED 555nm, ED 600nm, ED 640nm, ED 690nm, ED 745nm, ED Clear, ED NIR 855nm, ED D-SAT, ED A-SAT, EU 405nm, EU 425nm, EU 450nm, EU 475nm, EU 515nm, EU 550nm, EU 555nm, EU 600nm, EU 640nm, EU 690nm, EU 745nm, EU Clear, EU NIR 855nm, EU D-SAT, EU A-SAT
07:46:54, 1004.90, 14.54, 14.62, 13.383, 119, 124, 150, 199, 234, 421, 234, 218, 286, 188, 109, 710, 365, 0, 0, 101, 144, 232, 250, 307, 567, 391, 362, 406, 362, 112, 862, 945, 0, 0
07:46:54, 1004.90, 14.54, 14.62, 13.383, 219, 256, 330, 406, 486, 712, 503, 458, 569, 335, 193, 1237, 697, 0, 1, 110, 157, 258, 267, 333, 488, 422, 384, 400, 264, 119, 841, 806, 0, 0
07:46:55, 1005.00, 14.54, 14.66, 13.375, 263, 325, 490, 515, 620, 833, 735, 664, 715, 398, 228, 1475, 998, 0, 1, 118, 171, 286, 291, 362, 514, 456, 408, 427, 276, 128, 894, 739, 0, 0
07:46:55, 1004.80, 14.54, 14.66, 13.375, 286, 361, 563, 571, 688, 897, 839, 758, 787, 427, 247, 1592, 1126, 0, 1, 122, 176, 299, 299, 372, 517, 477, 426, 436, 272, 131, 901, 750, 0, 0
07:46:55, 1004.90, 14.54, 14.64, 13.375, 292, 374, 596, 590, 713, 916, 887, 801, 811, 436, 251, 1627, 1175, 0, 1, 129, 185, 314, 316, 394, 545, 500, 445, 458, 285, 139, 952, 745, 0, 0
07:46:56, 1004.90, 14.54, 14.62, 13.375, 294, 378, 605, 597, 723, 925, 899, 812, 819, 440, 253, 1645, 1189, 0, 1, 136, 196, 331, 333, 414, 568, 526, 468, 482, 297, 146, 994, 776, 0, 0
07:46:56, 1004.90, 14.54, 14.64, 13.375, 296, 381, 610, 601, 731, 933, 907, 817, 824, 443, 254, 1655, 1196, 0, 1, 138, 202, 345, 342, 427, 576, 547, 487, 495, 299, 148, 1007, 797, 0, 0
07:46:56, 1004.90, 14.54, 14.62, 13.375, 296, 381, 612, 602, 732, 934, 910, 819, 825, 443, 254, 1654, 1198, 0, 1, 139, 203, 348, 343, 429, 579, 553, 491, 497, 300, 149, 1012, 796, 0, 0
07:46:56, 1004.80, 14.53, 14.64, 13.375, 296, 381, 612, 601, 731, 933, 910, 819, 824, 443, 254, 1653, 1197, 0, 1, 139, 204, 349, 345, 431, 582, 555, 493, 499, 301, 150, 1019, 798, 0, 0
07:46:57, 1004.80, 14.54, 14.66, 13.344, 295, 381, 611, 601, 731, 932, 909, 818, 824, 443, 254, 1651, 1196, 0, 1, 140, 206, 352, 349, 436, 586, 560, 497, 503, 303, 151, 1030, 802, 0, 0
07:46:57, 1004.90, 14.53, 14.62, 13.344, 295, 380, 611, 600, 730, 932, 908, 817, 823, 442, 253, 1649, 1194, 0, 1, 140, 206, 354, 349, 436, 583, 562, 499, 503, 302, 150, 1026, 806, 0, 0
07:46:57, 1005.00, 14.54, 14.66, 13.344, 295, 380, 610, 599, 729, 931, 907, 817, 822, 442, 253, 1646, 1192, 0, 1, 139, 204, 352, 347, 434, 580, 559, 496, 499, 301, 149, 1022, 800, 0, 0
07:46:58, 1004.90, 14.54, 14.64, 13.359, 294, 379, 609, 597, 727, 929, 906, 815, 820, 441, 252, 1640, 1188, 0, 1, 140, 204, 351, 347, 434, 581, 559, 496, 499, 301, 150, 1024, 799, 0, 0
07:46:58, 1004.90, 14.54, 14.66, 13.359, 294, 378, 608, 595, 726, 928, 905, 813, 818, 440, 250, 1635, 1184, 0, 1, 140, 204, 351, 347, 434, 580, 559, 496, 499, 301, 150, 1024, 799, 0, 0
07:46:58, 1004.80, 14.54, 14.66, 13.359, 293, 378, 607, 593, 724, 927, 903, 811, 816, 440, 251, 1630, 1179, 0, 1, 139, 204, 351, 347, 433, 579, 558, 495, 498, 300, 149, 1021, 799, 0, 0
07:46:59, 1004.90, 14.54, 14.66, 13.359, 292, 376, 606, 590, 722, 923, 901, 809, 813, 439, 249, 1621, 1174, 0, 1, 138, 203, 350, 345, 431, 574, 556, 493, 495, 298, 148, 1015, 796, 0, 0
07:46:59, 1004.80, 14.54, 14.66, 13.359, 291, 374, 603, 586, 718, 920, 897, 805, 808, 438, 248, 1610, 1165, 0, 1, 138, 202, 347, 343, 429, 574, 552, 490, 493, 298, 148, 1014, 791, 0, 0
07:46:59, 1004.80, 14.54, 14.68, 13.359, 290, 373, 601, 583, 715, 918, 894, 801, 805, 437, 248, 1606, 1158, 0, 1, 139, 203, 348, 345, 431, 576, 554, 491, 495, 299, 149, 1018, 793, 0, 0
07:46:59, 1004.90, 14.54, 14.66, 13.359, 291, 374, 601, 584, 716, 920, 894, 801, 806, 437, 248, 1609, 1156, 0, 1, 139, 203, 349, 345, 432, 576, 555, 493, 496, 299, 149, 1019, 795, 0, 0
07:47:00, 1004.90, 14.54, 14.68, 13.359, 291, 374, 602, 585, 717, 920, 896, 803, 808, 438, 248, 1612, 1160, 0, 1, 139, 203, 349, 345, 431, 575, 555, 492, 495, 298, 148, 1017, 794, 0, 0
07:47:00, 1004.80, 14.54, 14.66, 13.359, 291, 374, 602, 585, 717, 919, 896, 803, 807, 437, 248, 1609, 1161, 0, 1, 138, 203, 349, 345, 431, 574, 554, 492, 494, 298, 148, 1016, 792, 0, 0
07:47:00, 1004.90, 14.54, 14.68, 13.359, 290, 373, 601, 583, 714, 917, 894, 801, 805, 435, 247, 1604, 1158, 0, 1, 139, 202, 348, 344, 430, 574, 553, 491, 494, 298, 148, 1016, 792, 0, 0
07:47:01, 1004.80, 14.54, 14.66, 13.359, 290, 373, 600, 582, 714, 918, 892, 800, 804, 436, 248, 1605, 1154, 0, 1, 139, 203, 349, 345, 432, 578, 554, 492, 496, 299, 149, 1022, 793, 0, 0
07:47:01, 1004.80, 14.54, 14.69, 13.359, 291, 374, 601, 585, 717, 920, 894, 802, 807, 438, 249, 1614, 1158, 0, 1, 139, 204, 351, 347, 434, 578, 557, 495, 498, 300, 149, 1024, 798, 0, 0
07:47:01, 1004.90, 14.54, 14.62, 13.359, 292, 375, 603, 588, 719, 921, 897, 804, 809, 438, 249, 1618, 1164, 0, 1, 139, 204, 350, 346, 432, 575, 557, 494, 496, 298, 149, 1019, 797, 0, 0
07:47:02, 1004.90, 14.54, 14.62, 13.359, 293, 376, 604, 590, 721, 923, 898, 806, 811, 439, 250, 1628, 1168, 0, 1, 139, 203, 349, 345, 431, 575, 554, 492, 494, 298, 149, 1019, 793, 0, 0
07:47:02, 1004.90, 14.54, 14.62, 13.359, 295, 378, 607, 595, 726, 927, 902, 810, 816, 441, 252, 1642, 1179, 0, 1, 139, 203, 349, 346, 432, 575, 555, 492, 495, 299, 149, 1020, 795, 0, 0
07:47:02, 1005.00, 14.54, 14.62, 13.359, 295, 379, 609, 598, 728, 928, 905, 814, 819, 442, 253, 1647, 1188, 0, 1, 139, 203, 350, 346, 431, 575, 555, 493, 495, 298, 149, 1019, 796, 0, 0
07:47:02, 1004.90, 14.54, 14.68, 13.359, 295, 379, 610, 598, 729, 928, 906, 815, 819, 441, 253, 1646, 1190, 0, 1, 139, 203, 349, 345, 431, 574, 554, 492, 495, 298, 149, 1017, 795, 0, 0
07:47:03, 1004.90, 14.54, 14.66, 13.367, 295, 379, 609, 598, 728, 927, 905, 814, 819, 441, 252, 1643, 1189, 0, 1, 138, 202, 349, 344, 430, 572, 554, 492, 493, 297, 148, 1015, 794, 0, 0
07:47:03, 1004.90, 14.54, 14.66, 13.367, 294, 378, 608, 596, 727, 925, 904, 813, 817, 440, 252, 1639, 1187, 0, 1, 138, 202, 348, 343, 429, 572, 552, 490, 492, 297, 148, 1014, 790, 0, 0
07:47:03, 1005.00, 14.54, 14.66, 13.367, 293, 377, 606, 592, 723, 921, 901, 810, 812, 439, 250, 1626, 1180, 0, 1, 139, 203, 348, 344, 430, 574, 552, 490, 493, 298, 148, 1017, 790, 0, 0
07:47:04, 1004.90, 14.54, 14.68, 13.367, 292, 375, 604, 589, 720, 920, 898, 806, 809, 438, 249, 1618, 1170, 0, 1, 139, 203, 349, 345, 432, 575, 554, 492, 495, 298, 149, 1018, 793, 0, 0
07:47:04, 1004.90, 14.54, 14.66, 13.367, 292, 375, 603, 587, 719, 919, 897, 804, 808, 437, 249, 1614, 1166, 0, 1, 138, 202, 348, 343, 429, 569, 553, 491, 491, 295, 147, 1009, 792, 0, 0
07:47:04, 1004.90, 14.54, 14.68, 13.367, 290, 374, 602, 585, 715, 915, 894, 803, 806, 435, 247, 1603, 1161, 0, 1, 136, 199, 344, 338, 422, 559, 545, 484, 483, 290, 145, 993, 781, 0, 0
07:47:05, 1004.80, 14.54, 14.68, 13.367, 288, 372, 599, 579, 709, 910, 890, 798, 801, 433, 246, 1584, 1150, 0, 1, 135, 197, 339, 335, 418, 555, 538, 477, 478, 288, 144, 987, 770, 0, 0
07:47:05, 1004.80, 14.54, 14.66, 13.352, 287, 370, 595, 575, 704, 906, 885, 794, 797, 431, 245, 1574, 1139, 0, 1, 135, 197, 338, 335, 419, 558, 537, 476, 479, 290, 145, 992, 768, 0, 0
07:47:05, 1005.00, 14.54, 14.71, 13.352, 288, 369, 594, 574, 704, 908, 882, 791, 797, 432, 245, 1578, 1134, 0, 1, 137, 199, 341, 338, 423, 565, 540, 480, 484, 293, 146, 1003, 774, 0, 0
07:47:05, 1004.60, 14.54, 14.66, 13.352, 290, 372, 597, 580, 710, 914, 887, 796, 802, 435, 247, 1598, 1142, 0, 1, 138, 200, 345, 342, 427, 570, 547, 486, 490, 296, 148, 1012, 784, 0, 0
07:47:06, 1005.00, 14.54, 14.68, 13.352, 291, 374, 601, 584, 714, 916, 892, 801, 805, 436, 248, 1606, 1154, 0, 1, 138, 202, 347, 343, 428, 570, 550, 489, 491, 296, 147, 1011, 789, 0, 0
07:47:06, 1004.90, 14.54, 14.69, 13.336, 290, 374, 601, 583, 714, 915, 893, 802, 805, 435, 247, 1601, 1157, 0, 1, 137, 201, 346, 342, 427, 567, 549, 487, 489, 294, 147, 1006, 786, 0, 0
07:47:06, 1004.80, 14.54, 14.69, 13.336, 289, 372, 599, 580, 711, 911, 891, 799, 802, 434, 246, 1592, 1151, 0, 1, 137, 200, 344, 340, 424, 564, 546, 485, 486, 293, 146, 1001, 782, 0, 0
07:47:07, 1004.90, 14.54, 14.68, 13.336, 288, 370, 596, 576, 707, 907, 887, 795, 797, 432, 244, 1580, 1142, 0, 1, 136, 199, 343, 339, 423, 563, 544, 483, 484, 292, 146, 999, 779, 0, 0
07:47:07, 1005.00, 14.54, 14.68, 13.328, 287, 368, 593, 573, 704, 904, 881, 790, 794, 430, 244, 1574, 1134, 0, 1, 136, 199, 342, 338, 423, 562, 543, 482, 484, 292, 145, 998, 777, 0, 0
07:47:07, 1005.00, 14.54, 14.68, 13.328, 287, 368, 592, 573, 703, 904, 880, 789, 792, 430, 244, 1573, 1131, 0, 1, 136, 199, 342, 338, 422, 561, 543, 481, 483, 292, 145, 997, 777, 0, 0
07:47:08, 1004.90, 14.54, 14.68, 13.328, 287, 368, 592, 573, 703, 904, 880, 788, 793, 430, 244, 1573, 1131, 0, 1, 136, 199, 342, 338, 422, 561, 542, 481, 483, 291, 145, 996, 776, 0, 0
07:47:08, 1004.90, 14.54, 14.66, 13.328, 287, 368, 592, 572, 703, 903, 880, 788, 793, 430, 244, 1572, 1130, 0, 1, 136, 199, 341, 338, 422, 561, 542, 481, 483, 292, 146, 998, 775, 0, 0
07:47:08, 1005.00, 14.54, 14.68, 13.328, 287, 368, 593, 573, 704, 906, 881, 789, 792, 431, 244, 1578, 1130, 0, 1, 137, 199, 343, 339, 424, 563, 544, 482, 485, 293, 146, 1000, 778, 0, 0
07:47:08, 1004.90, 14.54, 14.73, 13.328, 288, 370, 594, 575, 707, 908, 883, 791, 796, 432, 245, 1583, 1135, 0, 1, 137, 200, 343, 339, 424, 563, 545, 483, 485, 293, 146, 1000, 779, 0, 0
07:47:09, 1004.90, 14.54, 14.66, 13.328, 288, 370, 595, 576, 707, 908, 885, 793, 796, 432, 245, 1584, 1138, 0, 1, 137, 200, 343, 339, 424, 564, 545, 483, 485, 293, 146, 1001, 779, 0, 0
07:47:09, 1004.80, 14.54, 14.66, 13.313, 288, 370, 595, 575, 707, 907, 885, 792, 796, 432, 245, 1583, 1137, 0, 1, 137, 200, 344, 340, 425, 564, 545, 484, 486, 293, 146, 1003, 780, 0, 0
07:47:09, 1005.10, 14.54, 14.73, 13.313, 288, 369, 595, 575, 707, 907, 884, 791, 795, 432, 245, 1582, 1136, 0, 1, 137, 200, 344, 340, 425, 566, 546, 484, 486, 294, 147, 1006, 781, 0, 0
07:47:10, 1004.90, 14.54, 14.71, 13.313, 289, 370, 595, 576, 707, 909, 884, 792, 796, 433, 245, 1588, 1137, 0, 1, 139, 202, 346, 344, 429, 574, 549, 487, 492, 298, 149, 1019, 786, 0, 0
07:47:10, 1004.90, 14.54, 14.69, 13.320, 291, 372, 598, 581, 713, 914, 888, 795, 800, 435, 247, 1604, 1145, 0, 1, 141, 205, 351, 348, 435, 581, 557, 495, 499, 302, 150, 1030, 797, 0, 0
07:47:10, 1005.00, 14.54, 14.71, 13.320, 292, 374, 601, 586, 717, 918, 893, 800, 805, 437, 249, 1617, 1157, 0, 1, 141, 206, 354, 351, 438, 585, 562, 499, 502, 303, 151, 1034, 805, 0, 0
07:47:11, 1004.90, 14.54, 14.68, 13.320, 293, 376, 604, 589, 721, 920, 897, 804, 808, 438, 250, 1624, 1166, 0, 1, 141, 207, 355, 351, 438, 585, 564, 501, 504, 303, 151, 1034, 807, 0, 0
07:47:11, 1004.80, 14.54, 14.66, 13.320, 293, 376, 605, 591, 722, 921, 898, 806, 810, 438, 250, 1626, 1170, 0, 1, 141, 206, 355, 351, 438, 584, 563, 500, 503, 302, 151, 1032, 806, 0, 0
07:47:11, 1005.00, 14.54, 14.73, 13.320, 294, 377, 606, 591, 722, 921, 899, 807, 810, 438, 250, 1627, 1171, 0, 1, 141, 206, 354, 349, 436, 581, 562, 499, 501, 301, 150, 1026, 804, 0, 0
07:47:11, 1005.00, 14.54, 14.76, 13.320, 294, 377, 606, 592, 723, 921, 899, 807, 810, 438, 250, 1627, 1171, 0, 1, 140, 205, 352, 347, 433, 578, 559, 496, 498, 300, 149, 1019, 798, 0, 0
07:47:12, 1004.90, 14.54, 14.69, 13.320, 293, 376, 606, 590, 721, 918, 899, 806, 808, 437, 249, 1621, 1170, 0, 1, 139, 204, 351, 345, 431, 575, 556, 494, 496, 298, 149, 1013, 794, 0, 0
07:47:12, 1005.00, 14.54, 14.73, 13.320, 292, 374, 603, 587, 718, 915, 895, 803, 803, 436, 248, 1615, 1163, 0, 1, 139, 203, 349, 343, 429, 572, 553, 491, 493, 297, 148, 1008, 789, 0, 0
07:47:12, 1005.00, 14.54, 14.71, 13.320, 292, 374, 603, 587, 718, 915, 894, 801, 803, 436, 248, 1619, 1161, 0, 1, 139, 203, 348, 343, 428, 572, 551, 489, 493, 297, 148, 1006, 788, 0, 0
07:47:13, 1005.00, 14.54, 14.68, 13.320, 293, 375, 604, 590, 721, 917, 896, 803, 806, 438, 249, 1627, 1166, 0, 1, 138, 202, 348, 342, 426, 571, 551, 489, 492, 296, 147, 1002, 788, 0, 0
07:47:13, 1004.80, 14.54, 14.71, 13.320, 294, 376, 606, 592, 723, 919, 898, 806, 808, 438, 250, 1631, 1172, 0, 1, 138, 202, 347, 342, 427, 572, 550, 488, 493, 297, 148, 1004, 787, 0, 0
07:47:13, 1005.00, 14.54, 14.73, 13.313, 294, 377, 606, 593, 724, 919, 900, 808, 810, 438, 250, 1632, 1175, 0, 1, 138, 202, 347, 342, 427, 571, 550, 488, 492, 296, 147, 1003, 787, 0, 0
07:47:14, 1005.10, 14.54, 14.75, 13.313, 294, 377, 606, 593, 723, 919, 900, 808, 809, 438, 250, 1630, 1176, 0, 1, 138, 201, 346, 340, 424, 568, 548, 487, 489, 295, 147, 997, 784, 0, 0
07:47:14, 1004.90, 14.54, 14.73, 13.313, 293, 376, 606, 591, 722, 917, 899, 807, 808, 437, 249, 1624, 1173, 0, 1, 137, 201, 345, 339, 423, 564, 547, 485, 487, 293, 146, 993, 782, 0, 0
