Secchi Depth (cm) = 0472
Forel Ule Scale = 15
pH Colour Scale = 99
SensingSecchi S/N = A012
Latitude (degs N) = 56.46399
Longitude (degs E) = -5.34077
Date = 2026-06-01
Time (UTC), Pressure (mbar) MS5803, Temp (deg C) MS5803, Temp (deg C) 10KTHERM, Temp (deg C) TMP117, ED 405nm, ED 425nm, ED 450nm, ED 475nm, ED 515nm, ED 550nm, ED 555nm, ED 600nm, ED 640nm, ED 690nm, ED 745nm, ED Clear, ED NIR 855nm, ED D-SAT, ED GAINS, EU 405nm, EU 425nm, EU 450nm, EU 475nm, EU 515nm, EU 550nm, EU 555nm, EU 600nm, EU 640nm, EU 690nm, EU 745nm, EU Clear, EU NIR 855nm, EU D-SAT, EU GAINS
13:24:01, 991.40, 15.91, 15.87, 14.898, 1308, 1639, 2432, 2508, 3034, 3851, 3749, 3380, 3453, 1842, 1225, 6391, 4513, 0, 4, 41, 59, 102, 95, 117, 150, 155, 136, 131, 76, 41, 269, 179, 0, 4
13:24:01, 991.50, 15.92, 15.97, 14.898, 1313, 1638, 2420, 2508, 3036, 3867, 3731, 3364, 3455, 1851, 1234, 6415, 4493, 0, 4, 41, 59, 102, 95, 117, 150, 155, 136, 131, 76, 41, 269, 179, 0, 4
13:24:02, 991.40, 15.92, 15.97, 14.898, 1319, 1647, 2429, 2522, 3049, 3874, 3751, 3382, 3471, 1855, 1239, 6421, 4517, 0, 4, 41, 59, 102, 96, 118, 151, 156, 136, 131, 76, 41, 269, 180, 0, 4
13:24:02, 991.30, 15.93, 15.94, 14.906, 1341, 1666, 2438, 2551, 3073, 3924, 3758, 3390, 3503, 1885, 1265, 6497, 4533, 0, 4, 41, 59, 102, 95, 118, 151, 156, 136, 131, 76, 41, 269, 180, 0, 4
13:24:02, 991.40, 15.93, 15.97, 14.906, 1338, 1676, 2466, 2568, 3092, 3923, 3801, 3428, 3526, 1882, 1263, 6493, 4584, 0, 4, 41, 59, 102, 95, 117, 150, 156, 136, 131, 76, 41, 269, 179, 0, 4
13:24:03, 991.40, 15.93, 15.97, 14.906, 1324, 1664, 2454, 2547, 3074, 3893, 3784, 3411, 3504, 1864, 1248, 6450, 4555, 0, 4, 41, 59, 101, 95, 117, 150, 155, 136, 131, 76, 40, 268, 179, 0, 4
13:24:03, 991.50, 15.93, 15.96, 14.906, 1300, 1631, 2425, 2498, 3020, 3842, 3739, 3369, 3441, 1831, 1222, 6370, 4493, 0, 4, 41, 59, 101, 95, 117, 149, 155, 135, 130, 76, 40, 267, 179, 0, 4
13:24:03, 991.50, 15.94, 15.96, 14.930, 1300, 1629, 2408, 2496, 3018, 3842, 3712, 3346, 3440, 1831, 1222, 6373, 4458, 0, 4, 41, 59, 101, 95, 117, 150, 155, 135, 130, 76, 40, 268, 178, 0, 4
13:24:04, 991.60, 15.94, 16.01, 14.930, 1308, 1637, 2410, 2508, 3024, 3852, 3712, 3347, 3450, 1839, 1230, 6391, 4458, 0, 4, 41, 59, 101, 95, 116, 149, 154, 135, 130, 75, 40, 267, 178, 0, 4
13:24:04, 991.40, 15.94, 15.97, 14.930, 1313, 1631, 2416, 2500, 3011, 3852, 3717, 3354, 3438, 1842, 1234, 6388, 4478, 0, 4, 41, 59, 101, 95, 116, 149, 154, 135, 130, 75, 40, 267, 178, 0, 4
